2018_03_20 | Starting Process Schduler.
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
2018_03_20 | Mail Sending Complete 1
2018_03_20 | Mail Sending Starting 3
2018_03_20 | Mail Looping Queue Starting : 3
2018_03_20 | Mail Looping Queue Starting : 4
2018_03_20 | Mail Sending Starting 4
2018_03_20 | Mail Sending Complete 3
2018_03_20 | Mail Sending Complete 4
2018_03_20 | Mail Sending Starting 5
2018_03_20 | Mail Looping Queue Starting : 5
2018_03_20 | Mail Sending Complete 5
2018_03_20 | Mail Sending Starting 6
2018_03_20 | Mail Sending Complete 6
2018_03_20 | Timer Scheduler Complete Running.
2018_03_20 | Timer Scheduler Start Running.
2018_03_20 | List of file dump : [1, 2, 3, 4, 5, 6]
2018_03_20 | Mail Looping Queue Starting : 0
2018_03_20 | Mail Looping Queue Starting : 1
2018_03_20 | Mail Sending Starting 1
2018_03_20 | Mail Sending Starting 2
2018_03_20 | Mail Looping Queue Starting : 2
2018_03_20 | Mail Sending Complete 2
